n,sigma,ratio_sigma_log2n
766750644,136,4.607954
766772118,136,4.607948
766793592,136,4.607942
766815066,117,3.964180
766836540,185,6.268139
766858014,136,4.607923
766879488,71,2.405603
766900962,185,6.268113
766922436,120,4.065797
766943910,166,5.624345
766965384,85,2.879932
766986858,185,6.268079
767008332,63,2.134532
767029806,85,2.879920
767051280,63,2.134526
767072754,185,6.268044
767094228,155,5.251598
767115702,193,6.539077
767137176,147,4.980534
767158650,258,8.741333
767180124,147,4.980520
767201598,201,6.810090
767223072,120,4.065720
767244546,169,5.725881
767266020,128,4.336756
767287494,193,6.539005
767308968,117,3.964055
767330442,136,4.607784
767351916,147,4.980466
767373390,155,5.251504
767394864,128,4.336720
767416338,117,3.964028
767437812,193,6.538943
767459286,136,4.607746
767480760,101,3.421924
767502234,85,2.879833
767523708,147,4.980411
767545182,174,5.895172
767566656,101,3.421906
767588130,174,5.895156
767609604,155,5.251425
767631078,85,2.879810
767652552,174,5.895132
767674026,109,3.692923
767695500,193,6.538835
767716974,174,5.895108
767738448,85,2.879790
767759922,155,5.251375
767781396,117,3.963936
767802870,277,9.384689
767824344,120,4.065564
767845818,174,5.895060
767867292,155,5.251339
767888766,155,5.251332
767910240,128,4.336578
767931714,136,4.607608
767953188,85,2.879751
767974662,101,3.421817
767996136,117,3.963881
768017610,85,2.879739
768039084,85,2.879735
768060558,193,6.538684
768082032,174,5.894971
768103506,174,5.894963
768124980,174,5.894955
768146454,90,3.049110
768167928,185,6.267607
768189402,174,5.894931
768210876,136,4.607526
768232350,90,3.049094
768253824,147,4.980180
768275298,147,4.980173
768296772,174,5.894890
768318246,101,3.421742
768339720,169,5.725481
768361194,101,3.421733
768382668,85,2.879672
768404142,71,2.405370
768425616,201,6.809559
768447090,212,7.182212
768468564,201,6.809540
768490038,139,4.709079
768511512,109,3.692726
768532986,117,3.963746
768554460,174,5.894794
768575934,174,5.894786
768597408,101,3.421681
768618882,74,2.506971
768640356,74,2.506968
768661830,193,6.538433
768683304,71,2.405327
768704778,117,3.963703
768726252,74,2.506954
768747726,117,3.963692
768769200,101,3.421644
768790674,174,5.894705
768812148,85,2.879593
768833622,174,5.894689
768855096,174,5.894681
768876570,101,3.421621
768898044,136,4.607324
768919518,117,3.963649
768940992,212,7.181986
768962466,71,2.405284
768983940,155,5.250966
769005414,193,6.538291
769026888,117,3.963622
769048362,120,4.065247
769069836,174,5.894601
769091310,136,4.607268
769112784,85,2.879538
769134258,101,3.421565
769155732,174,5.894568
769177206,182,6.165575
769198680,117,3.963578
769220154,139,4.708860
769241628,117,3.963567
769263102,136,4.607217
769284576,101,3.421532
769306050,220,7.452831
769327524,193,6.538157
769348998,117,3.963540
769370472,71,2.405222
769391946,155,5.250830
769413420,101,3.421504
769434894,182,6.165474
769456368,71,2.405209
769477842,174,5.894448
769499316,85,2.879468
769520790,71,2.405199
769542264,90,3.048840
769563738,155,5.250773
769585212,212,7.181692
769606686,201,6.809048
769628160,71,2.405183
769649634,71,2.405179
769671108,174,5.894375
769692582,101,3.421443
769714056,101,3.421438
769735530,71,2.405166
769757004,155,5.250708
769778478,117,3.963432
769799952,71,2.405157
769821426,258,8.739853
769842900,155,5.250679
769864374,147,4.979670
769885848,147,4.979663
769907322,193,6.537916
769928796,147,4.979650
769950270,85,2.879385
769971744,71,2.405130
769993218,101,3.421378
770014692,101,3.421373
770036166,101,3.421369
770057640,55,1.863119
770079114,55,1.863116
770100588,182,6.165213
770122062,139,4.708590
770143536,101,3.421345
770165010,182,6.165188
770186484,117,3.963330
770207958,174,5.894175
770229432,117,3.963319
770250906,117,3.963314
770272380,155,5.250536
770293854,193,6.537756
770315328,85,2.879319
770336802,117,3.963292
770358276,128,4.335903
770379750,212,7.181330
770401224,128,4.335891
770422698,155,5.250486
770444172,71,2.405058
770465646,101,3.421275
770487120,71,2.405052
770508594,193,6.537667
770530068,98,3.319640
770551542,117,3.963238
770573016,85,2.879271
770594490,117,3.963227
770615964,193,6.537622
770637438,109,3.692227
770658912,174,5.894006
770680386,155,5.250401
770701860,117,3.963200
770723334,182,6.164970
770744808,71,2.405012
770766282,193,6.537560
770787756,201,6.808538
770809230,128,4.335779
770830704,117,3.963168
770852178,155,5.250343
770873652,136,4.606747
770895126,90,3.048578
770916600,90,3.048574
770938074,182,6.164886
770959548,182,6.164877
770981022,136,4.606715
771002496,117,3.963125
771023970,71,2.404970
771045444,193,6.537444
771066918,117,3.963108
771088392,109,3.692122
771109866,155,5.250258
771131340,155,5.250250
771152814,90,3.048528
771174288,117,3.963081
771195762,71,2.404944
771217236,101,3.421112
771238710,155,5.250215
771260184,174,5.893781
771281658,174,5.893773
771303132,155,5.250193
771324606,155,5.250186
771346080,109,3.692061
771367554,174,5.893741
771389028,193,6.537302
771410502,174,5.893725
771431976,98,3.319450
771453450,71,2.404904
771474924,174,5.893701
771496398,101,3.421052
771517872,174,5.893685
771539346,117,3.962990
771560820,174,5.893669
771582294,101,3.421033
771603768,117,3.962974
771625242,101,3.421024
771646716,212,7.180753
771668190,166,5.622658
771689664,128,4.335537
771711138,128,4.335531
771732612,174,5.893605
771754086,128,4.335520
771775560,174,5.893589
771797034,101,3.420987
771818508,128,4.335502
771839982,166,5.622596
771861456,128,4.335490
771882930,120,4.064517
771904404,101,3.420963
771925878,174,5.893533
771947352,117,3.962887
771968826,174,5.893517
771990300,101,3.420945
772011774,174,5.893501
772033248,101,3.420936
772054722,174,5.893485
772076196,212,7.180558
772097670,147,4.978965
772119144,101,3.420917
772140618,128,4.335414
772162092,120,4.064445
772183566,120,4.064439
772205040,101,3.420898
772226514,101,3.420894
772247988,220,7.451441
772269462,109,3.691846
772290936,174,5.893397
772312410,193,6.536920
772333884,101,3.420870
772355358,182,6.164332
772376832,98,3.319251
772398306,117,3.962774
772419780,98,3.319242
772441254,101,3.420847
772462728,155,5.249808
772484202,120,4.064362
772505676,117,3.962747
772527150,155,5.249786
772548624,182,6.164257
772570098,98,3.319211
772591572,155,5.249765
772613046,117,3.962721
772634520,117,3.962715
772655994,98,3.319193
772677468,342,11.583290
772698942,239,8.094744
772720416,101,3.420787
772741890,109,3.691735
772763364,71,2.404705
772784838,174,5.893213
772806312,71,2.404698
772827786,193,6.536707
772849260,174,5.893189
772870734,174,5.893181
772892208,71,2.404685
772913682,193,6.536671
772935156,101,3.420740
772956630,120,4.064240
772978104,117,3.962629
772999578,182,6.164081
773021052,101,3.420722
773042526,174,5.893117
773064000,128,4.335160
773085474,182,6.164048
773106948,147,4.978647
773128422,174,5.893085
773149896,155,5.249580
773171370,109,3.691635
773192844,182,6.164006
773214318,147,4.978613
773235792,250,8.467018
773257266,212,7.180022
773278740,109,3.691610
773300214,147,4.978586
773321688,147,4.978580
773343162,109,3.691595
773364636,147,4.978566
773386110,109,3.691585
773407584,98,3.319035
773429058,101,3.420634
773450532,147,4.978539
773472006,147,4.978532
773493480,128,4.335043
773514954,136,4.605977
773536428,98,3.319008
773557902,136,4.605964
773579376,71,2.404581
773600850,136,4.605952
773622324,212,7.179856
773643798,136,4.605939
773665272,147,4.978472
773686746,258,8.737714
773708220,147,4.978458
773729694,147,4.978451
773751168,147,4.978445
773772642,136,4.605902
773794116,74,2.506149
773815590,147,4.978424
773837064,98,3.318945
773858538,136,4.605877
773880012,101,3.420536
773901486,74,2.506132
773922960,74,2.506129
773944434,98,3.318923
773965908,136,4.605845
773987382,98,3.318914
774008856,71,2.404516
774030330,212,7.179671
774051804,174,5.892741
774073278,212,7.179652
774094752,182,6.163655
774116226,234,7.924688
774137700,155,5.249252
774159174,220,7.450542
774180648,155,5.249238
774202122,98,3.318869
774223596,98,3.318864
774245070,136,4.605764
774266544,90,3.047928
774288018,174,5.892653
774309492,128,4.334819
774330966,220,7.450461
774352440,155,5.249181
774373914,155,5.249174
774395388,234,7.924549
774416862,174,5.892605
774438336,174,5.892597
774459810,136,4.605702
774481284,155,5.249138
774502758,128,4.334767
774524232,128,4.334761
774545706,98,3.318797
774567180,155,5.249110
774588654,90,3.047866
774610128,136,4.605658
774631602,128,4.334731
774653076,128,4.334725
774674550,98,3.318770
774696024,71,2.404412
774717498,98,3.318761
774738972,98,3.318756
774760446,147,4.978128
774781920,128,4.334690
774803394,155,5.249032
774824868,128,4.334678
774846342,101,3.420328
774867816,155,5.249011
774889290,166,5.621513
774910764,155,5.248996
774932238,136,4.605565
774953712,128,4.334643
774975186,98,3.318707
774996660,98,3.318702
775018134,174,5.892382
775039608,231,7.822634
775061082,174,5.892366
775082556,98,3.318684
775104030,128,4.334602
775125504,90,3.047763
775146978,136,4.605502
775168452,166,5.621414
775189926,155,5.248904
775211400,136,4.605484
775232874,174,5.892302
775254348,193,6.535705
775275822,155,5.248876
775297296,155,5.248868
775318770,136,4.605453
775340244,220,7.449987
775361718,166,5.621346
775383192,174,5.892246
775404666,212,7.179049
775426140,220,7.449946
775447614,212,7.179029
775469088,101,3.420193
775490562,174,5.892206
775512036,212,7.179000
775533510,212,7.178991
775554984,136,4.605384
775576458,174,5.892174
775597932,128,4.334467
775619406,193,6.535555
775640880,71,2.404268
775662354,150,5.079433
775683828,90,3.047656
775705302,182,6.163029
775726776,98,3.318550
775748250,150,5.079406
775769724,101,3.420129
775791198,193,6.535484
775812672,155,5.248698
775834146,174,5.892079
775855620,174,5.892071
775877094,98,3.318518
775898568,128,4.334385
775920042,128,4.334379
775941516,155,5.248655
775962990,98,3.318500
775984464,66,2.234905
776005938,193,6.535396
776027412,150,5.079317
776048886,193,6.535378
776070360,101,3.420064
776091834,150,5.079296
776113308,166,5.621080
776134782,220,7.449614
776156256,147,4.977690
776177730,155,5.248577
776199204,193,6.535317
776220678,90,3.047553
776242152,193,6.535299
776263626,147,4.977656
776285100,90,3.047540
776306574,155,5.248535
776328048,90,3.047532
776349522,239,8.092880
776370996,174,5.891880
776392470,101,3.419995
776413944,174,5.891864
776435418,128,4.334239
776456892,193,6.535211
776478366,150,5.079172
776499840,128,4.334221
776521314,147,4.977575
776542788,66,2.234827
776564262,166,5.620920
776585736,193,6.535158
776607210,66,2.234818
776628684,258,8.736094
776650158,239,8.092727
776671632,90,3.047466
776693106,66,2.234806
776714580,147,4.977515
776736054,220,7.449332
776757528,66,2.234797
776779002,250,8.465127
776800476,109,3.690790
776821950,109,3.690785
776843424,150,5.079056
776864898,128,4.334122
776886372,174,5.891689
776907846,82,2.776539
776929320,82,2.776535
776950794,166,5.620784
776972268,128,4.334092
776993742,239,8.092552
777015216,166,5.620761
777036690,155,5.248294
777058164,136,4.604948
777079638,98,3.318267
777101112,277,9.379171
777122586,128,4.334051
777144060,166,5.620715
777165534,204,6.907376
777187008,98,3.318245
777208482,98,3.318240
777229956,98,3.318236
777251430,109,3.690686
777272904,117,3.961557
777294378,147,4.977334
777315852,98,3.318218
777337326,66,2.234715
777358800,66,2.234712
777380274,174,5.891506
777401748,66,2.234706
777423222,182,6.162363
777444696,150,5.078864
777466170,147,4.977280
777487644,109,3.690631
777509118,155,5.248138
777530592,98,3.318173
777552066,258,8.735587
777573540,109,3.690611
777595014,128,4.333923
777616488,128,4.333917
777637962,128,4.333911
777659436,128,4.333905
777680910,182,6.162263
777702384,128,4.333894
777723858,166,5.620511
777745332,117,3.961439
777766806,166,5.620496
777788280,128,4.333870
777809754,147,4.977172
777831228,174,5.891339
777852702,82,2.776374
777874176,136,4.604712
777895650,136,4.604706
777917124,174,5.891307
777938598,128,4.333829
777960072,136,4.604687
777981546,82,2.776352
778003020,285,9.649503
778024494,136,4.604669
778045968,277,9.378614
778067442,150,5.078665
778088916,155,5.247947
778110390,174,5.891236
778131864,136,4.604638
778153338,174,5.891220
778174812,66,2.234598
778196286,174,5.891204
778217760,117,3.961321
778239234,166,5.620329
778260708,98,3.318021
778282182,150,5.078597
778303656,101,3.419584
778325130,155,5.247869
778346604,66,2.234574
778368078,182,6.161997
778389552,155,5.247848
778411026,136,4.604557
778432500,258,8.735104
778453974,98,3.317981
778475448,250,8.464225
778496922,155,5.247813
778518396,155,5.247805
778539870,155,5.247798
778561344,155,5.247791
778582818,117,3.961231
778604292,136,4.604501
778625766,117,3.961220
778647240,155,5.247763
778668714,66,2.234528
778690188,136,4.604476
778711662,193,6.534285
778733136,71,2.403801
778754610,212,7.177537
778776084,128,4.333602
778797558,117,3.961177
778819032,101,3.419473
778840506,150,5.078419
778861980,193,6.534223
778883454,182,6.161798
778904928,90,3.047039
778926402,182,6.161782
778947876,182,6.161773
778969350,182,6.161765
778990824,120,4.062697
779012298,155,5.247643
779033772,155,5.247636
779055246,155,5.247629
779076720,98,3.317851
779098194,182,6.161715
779119668,155,5.247608
779141142,166,5.620011
779162616,239,8.091451
779184090,174,5.890839
779205564,120,4.062642
779227038,82,2.776135
779248512,55,1.862039
779269986,98,3.317811
779291460,182,6.161641
779312934,182,6.161632
779334408,147,4.976696
779355882,98,3.317793
779377356,117,3.961033
779398830,193,6.534003
779420304,98,3.317780
779441778,193,6.533986
779463252,117,3.961012
779484726,163,5.518326
779506200,55,1.862009
779527674,182,6.161549
779549148,101,3.419317
779570622,166,5.619860
779592096,155,5.247452
779613570,155,5.247445
779635044,174,5.890672
779656518,155,5.247431
779677992,193,6.533889
779699466,193,6.533880
779720940,82,2.776049
779742414,120,4.062505
779763888,98,3.317708
779785362,155,5.247389
779806836,82,2.776034
779828310,182,6.161433
779849784,201,6.804651
779871258,128,4.333304
779892732,136,4.604129
779914206,174,5.890569
779935680,182,6.161392
779957154,128,4.333281
779978628,163,5.518155
780000102,155,5.247318
780021576,193,6.533749
780043050,155,5.247304
780064524,193,6.533731
780085998,98,3.317641
780107472,66,2.234327
780128946,182,6.161317
780150420,98,3.317628
780171894,155,5.247262
780193368,98,3.317619
780214842,163,5.518073
780236316,98,3.317610
780257790,98,3.317606
780279264,193,6.533643
780300738,182,6.161251
780322212,66,2.234297
780343686,66,2.234294
780365160,66,2.234291
780386634,166,5.619572
780408108,166,5.619565
780429582,239,8.090808
780451056,182,6.161193
780472530,220,7.447586
780494004,82,2.775915
780515478,193,6.533547
780536952,193,6.533538
780558426,155,5.247135
780579900,201,6.804340
780601374,136,4.603925
780622848,98,3.317530
780644322,220,7.447506
780665796,155,5.247099
780687270,136,4.603900
780708744,66,2.234243
780730218,98,3.317508
780751692,66,2.234237
780773166,174,5.890253
780794640,98,3.317494
780816114,174,5.890237
780837588,155,5.247043
780859062,147,4.976221
780880536,193,6.533397
780902010,193,6.533389
780923484,136,4.603832
780944958,136,4.603826
780966432,166,5.619369
780987906,82,2.775829
781009380,66,2.234201
781030854,98,3.317445
781052328,98,3.317441
781073802,82,2.775814
781095276,174,5.890134
781116750,66,2.234186
781138224,90,3.046613
781159698,90,3.046609
781181172,98,3.317414
781202646,136,4.603752
781224120,128,4.332937
781245594,136,4.603740
781267068,155,5.246902
781288542,120,4.062112
781310016,147,4.976081
781331490,109,3.689742
781352964,136,4.603709
781374438,136,4.603703
781395912,155,5.246860
781417386,136,4.603690
781438860,174,5.890008
781460334,90,3.046552
781481808,117,3.960512
781503282,98,3.317347
781524756,174,5.889976
781546230,98,3.317338
781567704,174,5.889960
781589178,174,5.889952
781610652,98,3.317325
781632126,155,5.246782
781653600,117,3.960469
781675074,155,5.246768
781696548,136,4.603610
781718022,220,7.447006
781739496,136,4.603598
781760970,136,4.603591
781782444,98,3.317289
781803918,117,3.960432
781825392,155,5.246719
